support,itemsets
0.00039824771007566706,"frozenset({'Agama Politik: Nalar Politik Islam/ Ahmad Vaezi; Penerjemah, Ali Syahab'})"
0.00039824771007566706,frozenset({'Agama dan Negara Dalam Perspektif Islam/ M. Natsir'})
0.00039824771007566706,"frozenset({'Agama-Agama Manusia: Edisi Bergambar/ Huston Smith, Penerjemah: Satrio Wahono'})"
0.00039824771007566706,frozenset({'Agar Anda Bahagia Jadi Hamba Allah: Dialog Mencerahkan Sang Guru Kehidupan/ Dhiyauddin Kushwandhi'})
0.00039824771007566706,frozenset({'Agar Kelinci Hias Tampil Manawan/ Nuning Priyatna'})
0.00039824771007566706,"frozenset({'Agar Tak Merugi Di Bulan Suci: Cara Mengatur Waktu & aktivitas Ramadhan Untuk Menggapai Rahmat,Berkah,Dan Ampunan Ar-Rahman/Siraj Abu Taimiyyah, M.H.I'})"
0.00039824771007566706,frozenset({'Air Mandi Mayat/ Randu Alamsyah'})
0.0007964954201513341,frozenset({'Air mata Bulan: Mala Petaka Di Mulai/ Ziggy Zezsyazeoviennazabrizkie'})
0.00039824771007566706,"frozenset({'Aisyah: Wanita Cerdas YangDicintai Rasulullah/ Abdurrahman Al- Asymawi; Penerjemah, Hadiri Abdurrazaq'})"
0.00039824771007566706,"frozenset({'Ajeg Bali: Gerakan, Identitas Kultural Dan Globalisasi/ Nengah Bawa Atmadja'})"
0.00039824771007566706,frozenset({'Akad & Produk BAnk Syariah/Ascaraya'})
0.0007964954201513341,frozenset({'Akar Melayu Ideologi Dalam Sastra/ Maman S Mahayana'})
0.00039824771007566706,frozenset({'Akses Internet Via Ponsel/Rina Fiati'})
0.0011947431302270011,frozenset({'Aku Anak Mandiri/ Ermina Krismarsanti'})
0.00039824771007566706,frozenset({'Aku Balita Loh: Pengenalan Diri Balita/ Khalisa'})
0.0007964954201513341,frozenset({'Aku Banyak Bertanya Prof. Ensto Menjawab: Tubuh Kita/ Erwin Adi Putranto'})
0.0011947431302270011,frozenset({'Aku Belajar Disiplin/ Nizar Ulumuddin'})
0.00039824771007566706,frozenset({'Aku Berbeda/ Dini Fima Udari'})
0.00039824771007566706,frozenset({'Aku Hamba Allah Untuk RA-B Semester 1/ Ana Melasari'})
0.00039824771007566706,frozenset({'Aku Jago Menggambar Superhero Seri 1/ Irwan Nuswantoro'})
0.0007964954201513341,frozenset({'Aku Jago Menggambar Superhero Seri 2/ Irwan Nuswantoro'})
0.0011947431302270011,frozenset({'Aku Jago Menggamnbar: Superhero Seri 3/ Irwan Nuswantoro'})
0.001991238550378335,frozenset({'Aku Sayang Ayah & Ibu/Beby Haryanti Dewi'})
0.0007964954201513341,frozenset({'Aku Sayang Kamu: I Love You/Zahidah R Sanami Ahli Bahsa: Ali Isminudar'})
0.00039824771007566706,"frozenset({'Aku Senang Belajar: Seri Lembar Kegiatan Lengkap Untuk Taman Kanak-Kanak TK A, Semester 1/ S.R Retno Pudjiati, Rini Hildayani'})"
0.00039824771007566706,frozenset({'Aku Tak Sempurna: Bukan Alasan Untuk Terus Bodoh dan Bergelimpang Dosa/ Irja Nasrullah'})
0.0007964954201513341,"frozenset({'Akuntansi Biaya Edisi 10 Jilid 1: Perencanaan Dan Pengendalian/ Milton F. Usry, Lawrence H. Hammer'})"
0.00039824771007566706,"frozenset({'Akuntansi Biaya Tingkat Lanjut: Kajian Teori dan Aplikasi/ Bastian Bustami, Nurlela'})"
0.00039824771007566706,frozenset({'Akuntansi Biaya/ Amin Widjajatunggal'})
0.00039824771007566706,"frozenset({'Akuntansi Biaya: Dengan Menggunakan Pendekatan Manajemen Biaya Edisi keenam Jilid I/ Letricia Gayle Rayburn; Penerjemah, Sugyarto'})"
0.005177220230983672,"frozenset({'Akuntansi Edisi 6 Jilid 1/ Charles T. Horngren, Walter T. Harrison jr, Linda Smith Bamber; penerjemah, Barlian Muhammad'})"
0.00039824771007566706,"frozenset({'Akuntansi Intermediate Edisi Ketiga Jillid 1/ Thomas R. Dyckman, Roland E. Dukes, Charles J. Davis; Penerjemah, Munir Ali'})"
0.0007964954201513341,frozenset({'Akuntansi Kesehatan/ Indra Bastian'})
0.0011947431302270011,frozenset({'Akuntansi Keuangan Teori dan Praktik/ Tim Books'})
0.00039824771007566706,frozenset({'Akuntansi Keuangan Yayasan: Dan Lembaga Nirlaba Sejenis/ Pahala Nainggolan'})
0.00039824771007566706,frozenset({'Akuntansi Keuangan/ Ely Suhayati & Sri Dewi Anggadini'})
0.0011947431302270011,frozenset({'Akuntansi Lingkungan dan Pengungkapannya/ Arfan Ikhsan'})
0.0007964954201513341,frozenset({'Akuntansi Manajemen Edisi Revisi: Dasar-dasar Konsep Biaya dan Pengambil Keputusan/ Kamaruddin Ahmad'})
0.0007964954201513341,"frozenset({'Akuntansi Manajemen Jilid 1/ Don R Hansen, Maryanne A Hermawan; Penerjemah, Ancella A Hermawan'})"
0.001991238550378335,frozenset({'Akuntansi Manajemen Lingkungan/ Arfan Ikhsan'})
0.00039824771007566706,frozenset({'Akuntansi Manajemen/ Armila Krisna Warindrani'})
0.00039824771007566706,"frozenset({'Akuntansi Manajemen: Sistem Proses, dan Pemecahan Soal/ Lili M. Sadeli, Bedjo Siswanto'})"
0.0007964954201513341,frozenset({'Akuntansi Pajak Penghasilan/ Marisi P. Purba'})
0.0007964954201513341,frozenset({'Akuntansi Perbankan Syariah Berbasis PSAK Syariah/ Kuatsar Riza Salman'})
0.0011947431302270011,frozenset({'Akuntansi Perbankan: Petunjuk Praktis Operasional Bank/ Moh. Ramly Faud & M. Rustan D.M.'})
0.0007964954201513341,frozenset({'Akuntansi Perhotelan: Pendekatan Sistem Informasi/ Widanaputra ...[et.al]...'})
0.0007964954201513341,frozenset({'Akuntansi Perpajakan dan Cara Menghadapi Pemeriksaan Pajak/ Karianton Tampubolon'})
0.0011947431302270011,frozenset({'Akuntansi Sektor Publik: Suatu Pengantar/ Indra Bastian'})
0.00039824771007566706,"frozenset({'Akuntansi Untuk Manajer/ Arfan Ikhsan, Teddy Prianthara'})"
0.00039824771007566706,frozenset({'Akuntansi Untuk UKM: Metode Akuntansi Praktis dan Sederhana untuk Usaha Kecil dan Mencegah/ Anak Suryo'})
0.001991238550378335,"frozenset({'Akuntansi manajemen Jilid 2/ Don R. Hansen, Maryanne M. Mowen; Penerjemah, Ancella A. Hermawan'})"
0.00039824771007566706,frozenset({'Akuntasi: Penggabungan Usaha/ Marisi P. Purba'})
0.0015929908403026682,"frozenset({'Al-hikam Ibnu Athaillah: Jalan Kebahagian Abadi/Ibnu Athaillah ; Penerjemah, M. Tatam Wijaya'})"
0.00039824771007566706,frozenset({'AlQuran dan Terjemahannya/ Al-Mubin'})
0.001991238550378335,"frozenset({'Alat Analisis Data: Aplikasi Statistik Untuk Penelitian Bidang Ekonomi & Sosial/ Irwan Gani, Siti Amalia'})"
0.001991238550378335,frozenset({'AlatAnalisis Data Edisi Revisi: Aplikasi Statistik Untuk Penelitian Bidang Ekonomi & Sosial/ Irwan Gani'})
0.0015929908403026682,frozenset({'Aldinaya./ Deadela'})
0.00039824771007566706,frozenset({'Alien Terakhir: Dan 14 Cerita Fantasi Keren Lainnya/ Ita Fauziah'})
0.00039824771007566706,"frozenset({'Aljabar Linear dan Aplikasinya Edisi 5/ Steven J Leon; Penerjemah, Alif Bondan'})"
0.00039824771007566706,frozenset({'All You Need Is Love: A Life And Management Wisdom/ Pongki Pamungkas'})
0.00039824771007566706,"frozenset({'Allah Ada Masalah Tiada! Allah Var Problem Yok!/ Ferudun Ozdemir; penerjemah, Ahmad Saefudin'})"
0.00039824771007566706,"frozenset({'Allah Selalu Bersamaku: Yuk, Berdoa!/ Abi Faiq Saibani, Anee Rahman'})"
0.0007964954201513341,frozenset({'Amalan Hati: Menjernihkan Jiwa Menyegarkan Amal/ Ibnu Taimiyah'})
0.0007964954201513341,frozenset({'Amalan Saleh/ Dar Mizan'})
0.00039824771007566706,frozenset({'Amandemen UU Tindak Pidana Pencucian Uang: UU No. 25 Tahun 2003/ pemerintah Indonesia'})
0.00039824771007566706,frozenset({'Anak Baik/ Ermina Krismarsanti'})
0.0011947431302270011,frozenset({'Anak Sejuta Bintang Perjalanan Panjang Penuh Cahaya/ Akmal Nasery Basral'})
0.00039824771007566706,frozenset({'Anak Semua Bangsa/ Pramoedya Ananta Toer'})
0.00039824771007566706,"frozenset({'Anakku, Ayah dan Bunda Sayang Kamu!/ Abdullah Muhammad Abdul Muthi; Penerjemah, Wafi Marzuki Ammar'})"
0.0011947431302270011,frozenset({'Analisis Dan Perancangan Sistem Basis Data/ Wahyuni Reksoatmodjo'})
0.00039824771007566706,frozenset({'Analisis Multivariat: Arti & Interpretasi/ Supranto'})
0.0007964954201513341,frozenset({'Analisis SWOT: Kebijakan Pendidikan Era Otonomi Daerah/ Sam M. Chan & Tuti T. Sam'})
0.0007964954201513341,frozenset({'Analisis Sem-PLS dengan WarpPLS 3.0/Mahfud Sholihin'})
0.00039824771007566706,frozenset({'Analisis dan Desain: Sistem Informasi pendekatan Terstruktur Teori dan Praktis Aplikasi Bisnis/ Jogiyanto'})
0.0007964954201513341,frozenset({'Anatomi & Fisiologi Untuk Keperawatan/ Jan Tambayong'})
0.00039824771007566706,frozenset({'Anatomi Fiqh Zakat: Potret Pemahaman Badan Amil Zakat Sumatera Selatan/ Amiruddin Inoed ...[et.al]...'})
0.0011947431302270011,frozenset({'Anatomi Fisiologi Edisi 4: Kurikulum Berbasis Kompetensi Untuk Keperawatan dan Kebidanan/ H. Syaifuddin'})
0.0007964954201513341,frozenset({'Anatomi Klinis Dasar: Penting Untuk Orang Awan/Imelda Mohamad'})
0.0007964954201513341,"frozenset({'Anatomi dan Fisiologi Tubuh Manusia: Latihan dan Panduan Belajar/ Paul D. Anderson; Penerjemah, Yasmin Asih'})"
0.0007964954201513341,"frozenset({'Anatomi dan Fisiologi Untuk Pemula/ Ethel Sloane; Penerjemah, James Veldmen'})"
0.00039824771007566706,frozenset({'Aneka Daun Berkhasiat untuk Obat/ Dini Nuris Nuraini'})
0.00039824771007566706,frozenset({'Aneka Percobaan Ilmiah Untuk Anak/ Ika Safitri Ningsih'})
0.00039824771007566706,frozenset({'Aneka Perkara Indonesia di Luar Negeri/ Sudargo Gautama'})
0.0007964954201513341,"frozenset({'Angela: Kisah Nyata tentang Anak Kecil yang Bertahan Hidup dengan Kemiskinan/ Frank Mccourt; Penerjemah, Meda Satria'})"
0.00039824771007566706,frozenset({'Annoying Boy/ Inesia Pratiwi'})
0.00039824771007566706,"frozenset({'Antologi Esai Sastra Bandingan Dalam Sastra Indonesia Modern/ Trisman, Sulistiati, dan Merthalena'})"
0.0007964954201513341,"frozenset({'Antropologi Edisi Keempat Jilid 1/ William Haviland; Penerjemah, R. G. Soekadijo'})"
0.0011947431302270011,"frozenset({'Antropologi Edisi Keempat Jilid 2/ William Haviland; Penerjemah, R. G. Soekadijo'})"
0.00039824771007566706,"frozenset({'Antropologi Kesehatan/ George M Foster; Penerjemah, Priyanti Pakan Suryadarma'})"
0.00039824771007566706,frozenset({'Apa Yang Ku Beri?/ Martha Sinaga'})
0.00039824771007566706,frozenset({'Apa Yang Sama?: Di Laut/Eddie'})
0.00039824771007566706,frozenset({'Aplikasi Program PHP & My SQL Untuk Membuat Website Interaktif/ Madcoms'})
0.00039824771007566706,frozenset({'Aplikasi Statistika dalam Penelitian Edisi Revisi: Konsep Statistika yang Lebih Komprehensif/ Supardi'})
0.00039824771007566706,"frozenset({'Arabia Before Muhammad: Arab Sebelum Muhammad/ De Lacy O Leary; Penerjemah, Khusnul Harsul, Natalisha Krisnawati'})"
0.00039824771007566706,"frozenset({'Araminta Spook: Penculikan Katak/ Angie Sage; Penerjemah, Hedwigis C. Hapsari'})"
0.0007964954201513341,frozenset({'Argumentasi dan Narasi/ Gorys Keraf'})
0.00039824771007566706,frozenset({'Arya Wiraraja: Geger Bumi Majapahit/ Sulton'})
0.00039824771007566706,"frozenset({'Asal-Usul Totalitarisme Jilid II: Imperialisme/ Hannah Arendt; Penerjemah, Alois A. Nugroho'})"
0.0011947431302270011,frozenset({'Asas Metodologi Penelitian: Sebuah Pengenalan Dan Penuntun Langkah Demi Langkah Pelaksanaan Penelitian/Yayah Sopyan'})
0.00039824771007566706,frozenset({'Asas-Asas Ekonomi Islam/ M. Sholahuddin'})
0.00039824771007566706,frozenset({'Asas-Asas Kurikulum: Edisi Kedua/ Nasution'})
0.00039824771007566706,frozenset({'Asas-Teori-Praktik: Hukum Pidana/ Leden Marpaung'})
0.00039824771007566706,"frozenset({'Asma dan Hay Fever/ Leon Chaitow; Penerjemah, Irawan'})"
0.0011947431302270011,frozenset({'Asmaraloka/ Danarto'})
0.0007964954201513341,frozenset({'Aspek-Aspek Hukum Perdata internasional: Dalam Perkara-Perkara Kepailitan/ Mutiara Hikmah'})
0.0011947431302270011,frozenset({'Assalamualaikum Calon Imam/ Ima Madaniah'})
0.0011947431302270011,frozenset({'Assalamualaikum Cantik/ Dewi Sandra'})
0.00039824771007566706,"frozenset({'Asuhan Kebidanan Neonatus, Bayi, Balita, & Anak Prasekolah/ Dainty Maternity, Arum Dwi Anjani, Nita Evrianasari'})"
0.00039824771007566706,frozenset({'Asuhan Kebidanan Pada Kehamilan Fisiologis/ Ummi Hani...[et.all]...'})
0.00039824771007566706,"frozenset({'Asuhan Kebidanan Pada Kehamilan/ Dartiwen, Yati Nurhayati'})"
0.00039824771007566706,frozenset({'Asuhan Kebidanan Pada Masa Nifas/ Sitti Saleha'})
0.00039824771007566706,"frozenset({'Asuhan Keperawatan Pada Klien Dengan Gangguan Sistem Muskuloskeletal/ Lukman, Nurna Ningsih'})"
0.00039824771007566706,"frozenset({'Asyiknya Mandi Bersih, Fun Clean Bath/ Contessa Dewi'})"
0.00039824771007566706,"frozenset({'At A Glance: Farmakologi Medis Edisi Kelima/ Michael J. Neal; Penerjemah, Juwalita Surapsari'})"
0.0007964954201513341,"frozenset({'At a Glance: Anatomi/ Omar Faiz & David Moffat; Penerjemah, Annisa Rahmalia'})"
0.0007964954201513341,frozenset({'Atlas Berwarna Tiga Bahasa Anatomi Tubuh Manusia: Untuk Mahasiswa Keperawatan dan Kebidanan/ Syaifuddin'})
0.00039824771007566706,frozenset({'Atlas Indonesia 33 Provinsi Tematik/ Emasaga'})
0.0011947431302270011,frozenset({'Atlas Indonesia dan Dunia: Edisi 33 Propinsi Di Indonesia/ Karya Gemilang Utama'})
0.0007964954201513341,"frozenset({'Auditing dan Jasa Assurance Jilid 2 Edisi Kedua Belas: Pendekatan Terintegrasi / Alvin A. Arens, Randal J. Elder, Mark S. Beasley; Penerjemah, Gina Gania'})"
0.0007964954201513341,frozenset({'Autisme: Suatu Gangguan Jiwa Pada Anak-Anak/ Faisal Yatim'})
0.00039824771007566706,frozenset({'Auto Cad: Panduan Praktis Perencanaan POroyek Rumah Tinggal/ Triono Subagio'})
0.00039824771007566706,"frozenset({'Avalon: Jalinan Sihir Tangisan Serigala/ Rachel Roberts, Penerjemah: Chris Saxon'})"
0.00039824771007566706,frozenset({'Awang Garang: Panglima Laut Bermata Satu/ Wahyuningrum'})
0.00039824771007566706,frozenset({'Ayah : Menyayangi Tanpa Akhir Pada Saatnya Kita Memang harus Sendiri/ Kirana Kejara'})
0.00039824771007566706,"frozenset({'Ayo Bersiap Masuk SD: Siapkan Si Buah Hati Sejak Dini/ Erna Fitrini, Bintang'})"
0.00039824771007566706,frozenset({'Azab Untuk Saduum: Kisah Nabi Luth/ Bahrudin Supardi'})
0.0015929908403026682,"frozenset({'BAD MEN: ORANG-ORANG JAHAT/ JOHN CONNOLLY; PENERJEMAH, BAROKAH RUZIATI'})"
0.00039824771007566706,frozenset({'BANK SOAL BIOLOGI SMA/MA/ DEWI KURNIAWATI & RATNA RIMA MELATI'})
0.00039824771007566706,"frozenset({'BANK SOAL GEOGRAFI SMA/MA/ FENTI RAHAYU SETIANI, FINA YURISTA, TRI HARYANTO'})"
0.0047789725209080045,frozenset({'BANK SOAL KIMIA SMA/MA/ RATNA RIMA MELATI & DEWI KURNIAWATI'})
0.00039824771007566706,frozenset({'BELAJAR ALGORITMA: TINGKAT DASAR/ ARIFAH SURYANINGSIH'})
0.00039824771007566706,frozenset({'BELAJAR DAN PEMBELAJARAN: PENDIDIKAN AGAMA ISLAM/ ABDUL MAJID'})
0.00039824771007566706,frozenset({'BELAJAR PRAKTIS ANALISIS PARAMETRIK DAN NON PARAMETRIK DENGAN SPSS & PREDIKSI PERTANYAAN PENDADARAN SKRIPSI DAN TESIS/ DUWI PRIYATNO'})
0.00039824771007566706,frozenset({'BELAJAR SURAT MENYURAT/ IVAN MASDUDIN'})
0.00039824771007566706,frozenset({'BERORGANISASI ITU MENYENANGKAN/ ATI NOVIANTI FATONAH'})
0.00039824771007566706,"frozenset({'BERSERAH: SURENDER/ON YOU YI;PENERJEMAH, HA YOSEP'})"
0.00039824771007566706,frozenset({'BERTAMBAH BIJAK SETIAP HARI: TUHAN SUDAH PINDAH ALAMAT?/ BUDI S. TANUWIBOWO'})
0.00039824771007566706,frozenset({'BIASA BERCERITA: KUMPULAN CERPEN/ NANA TEDJA'})
0.00039824771007566706,frozenset({'BILANGAN FU/ AYU UTAMI'})
0.00039824771007566706,"frozenset({'BINATANG YANG HARUS DILINDUNGI DI HUTAN TROPIS, LAUT & SAMUDRA, KEPULAUAN/ BERNARD DE. WETTER; PENERJEMAH, ROSANA HARIYANTI'})"
0.00039824771007566706,"frozenset({'BIOLOGY MATTERS! VOLUME 2 CELL BIOLOGY: MATERI BIOLOGI! VOLUME 2 BIOLOGI SEL/ HARVEY DEREK, AMY JANE BEER, NATALIE GOLD STEIM; PENERJEMAH, RIZKA YANUARTI'})"
0.00039824771007566706,frozenset({'BLANKIS/ ARSWENDO ATMOWILOTO'})
0.00039824771007566706,frozenset({'BLIND DATE/ ALIAZALEA'})
0.00039824771007566706,"frozenset({'BOS DARI NERAKA/ BRIDIE CLARK; PENERJEMAH, SISKA YUANITA'})"
0.00039824771007566706,frozenset({'BRITANNICA STUDENT ENCYCLOPEDIA VOLUME 1/ MARY ROSE MCCUDDEN'})
0.00039824771007566706,frozenset({'BRITANNICA STUDENT ENCYCLOPEDIA VOLUME 3/ MARY ROSE MCCUDDEN'})
0.00039824771007566706,frozenset({'BUDAYA POLITIK/ ANANG SAEPULOH'})
0.00039824771007566706,"frozenset({'BUKU AJAR KEPERAWATAN MEDIKAL-BEDAH BRUNNER & SUDDARTH EDISI 8, VOLUME3/ SUZANNE C SMELTZER, BRENDA G BARE; PENERJEMAH ANDRY HARTONO'})"
0.0007964954201513341,frozenset({'BUKU AKTIVITAS 7IN1: AKU ANAK MUSLIM SUPER KREATIF/ YEKTI MAWARINI'})
0.00039824771007566706,frozenset({'BUKU AKTIVITAS MUSLIM CILIK/ NUR LAILI M'})
0.00039824771007566706,"frozenset({'BUKU PINTAR MAPEL IPA FISIKA, BIOLOGI, & KIMIA: SMP/MTS KELAS VII,VIII, &IX/ AGUS S WAHYUDI'})"
0.0007964954201513341,frozenset({'BUKU PINTAR SUPERKOMPLET BIOLOGI: A-Z MATERI BIOLOGI SMA-MA/ SATI HARIYANTO'})
0.00039824771007566706,frozenset({'BUMI CINTA: SEBUAH NOVEL PEMBANGUN JIWA/ HABIBURRAHMAN EL SHIRAZY'})
0.0015929908403026682,frozenset({'Babat Habis Tes Bahasa Jepang N5: Mudah Kuasai Bahasa Jepang dan Huruf Kanji Dasar N5/Pradana Istutyanto Putra'})
0.0007964954201513341,frozenset({'Baby First Book: Mengenal Lebih Dekat Angka Indonesia-Inggris/ Yurinda Dini'})
0.0023894862604540022,frozenset({'Bad Girl In Pesantren/ Intan Zs'})
0.00398247710075667,frozenset({'Bad Girl Vs Ketua Osis/ Intanzs'})
0.0007964954201513341,frozenset({'Bahasa Jepang Pariwisata Dan Perhotelan: Dilengkapi Pecakapan Untuk Memandu Wisatawan dari Jepang/ Stephanus Ardi Prasetiawan'})
0.0007964954201513341,frozenset({'Bahasa Melayu Bahasa Dunia: Sejarah Singkat/ James T'})
0.00039824771007566706,frozenset({'Bahasa Melayu Bahasa Dunia: Sejarah Singkat/ James TCollins.; Penerjemah: Alma Evita Almanar'})
0.0007964954201513341,"frozenset({'Bahasa Perancis: Kursus Lengkap Bagi Pemula/ Gaelle Graham; Penerjemah, Sugeng Panut'})"
0.00039824771007566706,frozenset({'Bahasa Prancis Sehari-Hari/ Denny Mahluddin'})
0.00039824771007566706,frozenset({'Bahasa indonesia: Bahasa Daerah/ Masinambow'})
0.00039824771007566706,frozenset({'Balada Becak atau Sebuah Riwayat Melodi Yus-Riri/ Y.B Mangunwijaya'})
0.0011947431302270011,frozenset({'Bandelnya Judith/ Bayu Indie'})
0.0007964954201513341,frozenset({'Banjir di Kampung Beru/ Ermina Krismarsanti'})
0.00039824771007566706,"frozenset({'Banya Buku 1/ Kim Young Oh; Penerjemah, Novita Isnaini'})"
0.001991238550378335,frozenset({'Basic Conversation/ Djalinus Syah'})
0.00039824771007566706,frozenset({'Basic English Drill/ Arbain [et.al]'})
0.0007964954201513341,frozenset({'Batu Bersurat Di Gunung Bintan Dan Inskripsi Beraksara Arab Lainnya Di Kepulauan Riau/ Nurman Kholis'})
0.00039824771007566706,frozenset({'Batu Menangis/ Erni Fitri Astuti'})
0.0007964954201513341,"frozenset({'Beautiful Creatures: Kasig Yang Indah/ Kami Garcia, Margaret Stohil; Penerjemah, Monica D. Chresnaya'})"
0.00039824771007566706,frozenset({'Beauty And The Best/ Luna Torashyngu'})
0.0023894862604540022,"frozenset({'Beberapa Teori Sastra, Metode Kritik, dan Penerapannya/ Rachmat Djoko Pradopo'})"
0.0011947431302270011,frozenset({'Belajar & Faktor-Faktor Yang Mempengaruhinya/ Slameto'})
0.0015929908403026682,frozenset({'Belajar & Pembelajaran: Teori Dan Praktik/ Thobroni'})
0.00039824771007566706,"frozenset({'Belajar Bijak Dari Kisah Binatang/ Niko D Budiman, Rita Maryati'})"
0.00039824771007566706,frozenset({'Belajar Dan Pembelajaran : Strategi Belajar Yang Menyenangkan/ I Putu Suku Arsa'})
0.00039824771007566706,"frozenset({'Belajar Mandiri Bahasa Mandarin Untuk Pemula/ Elizabeth Scurfleld, Penerjemah: Reny Limarga'})"
0.0011947431302270011,frozenset({'Belajar Membaca Lewat Gambar/Rini Fazriana'})
0.00039824771007566706,frozenset({'Benarkah Dinosaurus Itu Pernah Ada/ Cepy Suherman'})
0.0007964954201513341,"frozenset({'Bengkel ilmu Astronomi/ Robbin Kerrd, Penerjemah: Syamaun Pesungan'})"
0.00039824771007566706,frozenset({'Benny & Mice Lost In Bali/Benny Rachmad'})
0.001991238550378335,"frozenset({'Berani Tidak Disukai: Fenomena Dari Jepang Untuk Membebaskan Diri, Mengubah Diri, Mengubah Hidup, Dan Meraih Kebahagiaan Sejati/ Ichiro Kishimi, Fumitake Koga; Penerjemah: Agnes Chynthia'})"
0.00039824771007566706,frozenset({'Berbisnis Waralaba Murah: Menjadi Kaya Dengan Bisnis Waralaba Dengan Modal Mulai kurang lebih 2 Juta/ Nistains Odop'})
0.00039824771007566706,"frozenset({'Berburu Cinta atas Nama Allah SWT/ Muhammad bin Ismail Al Umrani; Penerjemah, Muhammad'})"
